Case,Activity,Timestamp,Resource,label 
3124011,assessment of content completed,2011-02-22 15:14:44,560881,regular
3124011,phase advice known,2011-02-22 15:14:44,560881,regular
3124011,grounds for refusal,2011-02-22 15:14:45,560881,regular
3124011,extend procedure term,2011-03-16 11:20:14,560881,regular
3124011,terminate on request,2011-03-16 11:20:16,560881,regular
3124011,ask stakeholders views,2011-03-16 11:20:19,560881,regular
3124011,suspension ground applicable,2011-03-16 11:20:21,560881,regular
3124011,by law,2011-03-16 11:20:22,560881,regular
3124011,creating environmental permit decision,2011-03-16 11:20:22,560881,regular
3124011,enter senddate decision environmental permit,2011-03-21 23:00:00,560890,regular
3124011,register date environmental permit decision,2011-03-21 23:00:00,560890,regular
3124011,decision date prior to decision,2011-03-22 10:25:02,560890,regular
3124011,generating decision environmental permit,2011-03-22 10:25:02,560890,regular
3124011,transcript decision environmental permit to stakeholders,2011-03-22 10:27:43,560890,regular
3124011,generate publication document decision environmental permit,2011-03-22 10:27:53,560890,regular
3124011,enter date publication decision environmental permit,2011-03-29 22:00:00,560890,regular
3130787,register submission date request,2011-02-01 23:00:00,560925,deviant
3130787,enter senddate acknowledgement,2011-02-07 23:00:00,560925,deviant
3130787,phase application received,2011-02-08 12:02:22,560925,deviant
3130787,reception through OLO,2011-02-08 12:02:23,560925,deviant
3130787,send confirmation receipt,2011-02-08 12:02:23,560925,deviant
3130787,send confirmation receipt,2011-02-08 12:03:27,560925,deviant
3130787,enter senddate procedure confirmation,2011-02-21 23:00:00,560881,deviant
3130787,enter senddate retrieve missing data,2011-02-21 23:00:00,560881,deviant
3130787,enter receipt of additional data,2011-02-28 23:00:00,560881,deviant
3130787,registrer date of publishing received request,2011-03-15 23:00:00,560881,deviant
3130787,forward to the competent authority,2011-03-16 11:31:31,560881,deviant
3130787,regular procedure without MER,2011-03-16 11:31:36,560881,deviant
3130787,send procedure confirmation,2011-03-16 11:31:42,560881,deviant
3130787,suspend term,2011-03-16 11:31:58,560881,deviant
3130787,extend procedure term,2011-03-16 11:32:01,560881,deviant
3130787,terminate on request,2011-03-16 11:32:14,560881,deviant
3130787,applicant is stakeholder,2011-03-16 11:32:16,560881,deviant
3130787,inform BAG administrator,2011-03-16 11:32:16,560881,deviant
3130787,WAW permit aspect,2011-03-16 11:32:19,560881,deviant
3130787,treat subcases completeness,2011-03-16 11:32:21,560881,deviant
3130787,subcases completeness completed,2011-03-16 11:32:22,560881,deviant
3130787,activities regular procedure,2011-03-16 11:32:24,560881,deviant
3130787,procedure change,2011-03-16 11:32:24,560881,deviant
3130787,request complete,2011-03-16 11:32:39,560881,deviant
3130787,send letter in progress,2011-03-16 11:32:39,560881,deviant
3130787,term for supplying missing data,2011-03-16 11:32:41,560881,deviant
3130787,retrieve missing data,2011-03-16 11:32:45,560881,deviant
3130787,receive additional information,2011-03-16 11:33:07,560881,deviant
3130787,MER present in supplement,2011-03-16 11:33:20,560881,deviant
3130787,WAW permit aspect,2011-03-16 11:33:21,560881,deviant
3130787,treat subcases completeness,2011-03-16 11:33:24,560881,deviant
3130787,subcases completeness completed,2011-03-16 11:33:25,560881,deviant
3130787,activities regular procedure,2011-03-16 11:33:29,560881,deviant
3130787,procedure change,2011-03-16 11:33:29,560881,deviant
3130787,phase application receptive,2011-03-16 11:33:31,560881,deviant
3130787,request complete,2011-03-16 11:33:31,560881,deviant
3130787,send letter in progress,2011-03-16 11:33:31,560881,deviant
3130787,send letter in progress,2011-03-16 11:33:31,560881,deviant
3130787,phase application receptive,2011-03-16 11:33:33,560881,deviant
3130787,send letter in progress,2011-03-16 11:33:33,560881,deviant
3130787,registrer date of publishing received request,2011-03-16 11:33:53,560881,deviant
3130787,WAW permit aspect,2011-03-16 11:34:00,560881,deviant
3130787,treat subcases content,2011-03-16 11:34:02,560881,deviant
3130787,completed subcases content,2011-03-16 11:34:04,560881,deviant
3130787,activities regular procedure,2011-03-16 11:34:08,560881,deviant
3130787,procedure change,2011-03-16 11:34:08,560881,deviant
3130787,article 34  WABO applies,2011-03-16 11:34:10,560881,deviant
3130787,assessment of content completed,2011-03-16 11:34:14,560881,deviant
3130787,phase advice known,2011-03-16 11:34:14,560881,deviant
3130787,grounds for refusal,2011-03-16 11:34:16,560881,deviant
3130787,ask stakeholders views,2011-03-16 11:34:17,560881,deviant
3130787,suspension ground applicable,2011-03-16 11:34:19,560881,deviant
3130787,by law,2011-03-16 11:34:20,560881,deviant
3130787,creating environmental permit decision,2011-03-16 11:34:20,560881,deviant
3130787,enter senddate decision environmental permit,2011-03-21 23:00:00,560890,deviant
3130787,register date environmental permit decision,2011-03-21 23:00:00,560890,deviant
3130787,decision date prior to decision,2011-03-22 10:52:49,560890,deviant
3130787,generating decision environmental permit,2011-03-22 10:52:49,560890,deviant
3130787,transcript decision environmental permit to stakeholders,2011-03-22 10:52:56,560890,deviant
3130787,generate publication document decision environmental permit,2011-03-22 10:53:05,560890,deviant
3130787,enter date publication decision environmental permit,2011-03-29 22:00:00,560890,deviant
3130787,close case,2011-05-08 22:00:00,560464,deviant
3130787,register deadline,2011-05-08 22:00:00,560464,deviant
3130787,objection lodged against decision,2011-05-09 12:38:21,560464,deviant
3130787,set phase: phase permitting irrevocable,2011-05-09 12:38:21,560464,deviant
3130787,close case,2011-05-09 12:38:34,560464,deviant
3130787,register deadline,2011-05-09 12:38:34,560464,deviant
3135870,register submission date request,2011-02-02 23:00:00,2670601,regular
3135870,decision date prior to decision,2011-03-22 23:00:00,2670601,regular
3135870,decision procedure term extension,2011-03-22 23:00:00,2670601,regular
3135870,enter date decision procedure term extension,2011-03-22 23:00:00,2670601,regular
3135870,enter senddate acknowledgement,2011-03-22 23:00:00,2670601,regular
3135870,enter senddate decision procedure term extension,2011-03-22 23:00:00,2670601,regular
3135870,enter senddate procedure confirmation,2011-03-22 23:00:00,2670601,regular
3135870,phase application received,2011-03-23 16:07:34,2670601,regular
3135870,reception through OLO,2011-03-23 16:07:41,2670601,regular
3135870,send confirmation receipt,2011-03-23 16:07:41,2670601,regular
3135870,send confirmation receipt,2011-03-23 16:08:07,2670601,regular
3135870,forward to the competent authority,2011-03-23 16:08:18,2670601,regular
3135870,regular procedure without MER,2011-03-23 16:08:19,2670601,regular
3135870,send procedure confirmation,2011-03-23 16:08:23,2670601,regular
3135870,WAW permit aspect,2011-03-23 16:08:41,2670601,regular
3135870,applicant is stakeholder,2011-03-23 16:08:45,2670601,regular
3135870,inform BAG administrator,2011-03-23 16:08:45,2670601,regular
3135870,extend procedure term,2011-03-23 16:08:53,2670601,regular
3135870,register number of days extension period,2011-03-23 16:08:57,2670601,regular
3135870,creating decision procedure term extension,2011-03-23 16:08:58,2670601,regular
3135870,decision procedure term extension,2011-03-23 16:09:03,2670601,regular
3135870,enter date decision procedure term extension,2011-03-23 16:09:03,2670601,regular
3135870,copy decision to extend procedure to stakeholders,2011-03-23 16:12:03,2670601,regular
3142055,register submission date request,2011-02-06 23:00:00,560925,regular
3142055,registrer date of publishing received request,2011-02-06 23:00:00,2670601,regular
3142055,enter senddate acknowledgement,2011-02-09 23:00:00,560925,regular
3142055,enter senddate procedure confirmation,2011-02-09 23:00:00,2670601,regular
3142055,phase application received,2011-02-10 13:50:17,560925,regular
3142055,reception through OLO,2011-02-10 13:50:19,560925,regular
3142055,send confirmation receipt,2011-02-10 13:50:19,560925,regular
3142055,send confirmation receipt,2011-02-10 13:53:02,560925,regular
3142055,enter senddate procedure confirmation,2011-03-06 23:00:00,2670601,regular
3142055,forward to the competent authority,2011-03-25 08:31:53,2670601,regular
3142055,regular procedure without MER,2011-03-25 08:31:57,2670601,regular
3142055,send procedure confirmation,2011-03-25 08:32:19,2670601,regular
3142055,treat subcases completeness,2011-03-25 08:32:37,2670601,regular
3142055,subcases completeness completed,2011-03-25 08:32:39,2670601,regular
3142055,WAW permit aspect,2011-03-25 08:32:48,2670601,regular
3142055,activities regular procedure,2011-03-25 08:32:53,2670601,regular
3142055,procedure change,2011-03-25 08:32:53,2670601,regular
3142055,applicant is stakeholder,2011-03-25 08:33:05,2670601,regular
3142055,inform BAG administrator,2011-03-25 08:33:05,2670601,regular
3142055,registrer date of publishing received request,2011-03-30 14:34:17,2670601,regular
3142055,terminate on request,2011-03-30 14:34:40,2670601,regular
3142055,extend procedure term,2011-03-30 14:35:10,2670601,regular
3142055,suspend term,2011-03-30 14:35:13,2670601,regular
3142055,phase application receptive,2011-03-30 14:35:26,2670601,regular
3142055,request complete,2011-03-30 14:35:26,2670601,regular
3142055,send letter in progress,2011-03-30 14:35:26,2670601,regular
3142055,send letter in progress,2011-03-30 14:35:26,2670601,regular
3142055,phase application receptive,2011-03-30 14:35:37,2670601,regular
3142055,send letter in progress,2011-03-30 14:35:37,2670601,regular
3142055,WAW permit aspect,2011-03-30 14:35:39,2670601,regular
3142055,treat subcases content,2011-03-30 14:35:44,2670601,regular
3142055,completed subcases content,2011-03-30 14:36:43,2670601,regular
3142055,activities regular procedure,2011-03-30 14:36:45,2670601,regular
3142055,procedure change,2011-03-30 14:36:45,2670601,regular
3142055,send procedure confirmation,2011-03-30 14:36:48,2670601,regular
3142055,article 34  WABO applies,2011-03-30 14:37:28,2670601,regular
3142055,assessment of content completed,2011-03-30 14:37:35,2670601,regular
3142055,phase advice known,2011-03-30 14:37:35,2670601,regular
3142055,grounds for refusal,2011-03-30 14:37:36,2670601,regular
3142055,ask stakeholders views,2011-03-30 14:37:38,2670601,regular
3142055,suspension ground applicable,2011-03-30 14:37:40,2670601,regular
3142055,by law,2011-03-30 14:37:42,2670601,regular
3142055,creating environmental permit decision,2011-03-30 14:37:42,2670601,regular
3142055,decision date prior to decision,2011-03-30 14:39:19,2670601,regular
3142055,generating decision environmental permit,2011-03-30 14:39:19,2670601,regular
3142055,register date environmental permit decision,2011-04-03 22:00:00,560890,regular
3142055,enter senddate decision environmental permit,2011-04-04 22:00:00,560890,regular
3142055,transcript decision environmental permit to stakeholders,2011-04-05 07:42:59,560890,regular
3142055,generate publication document decision environmental permit,2011-04-05 07:43:13,560890,regular
3142055,enter date publication decision environmental permit,2011-04-12 22:00:00,560890,regular
3143683,register submission date request,2011-02-06 23:00:00,560925,regular
3143683,enter senddate acknowledgement,2011-02-14 23:00:00,560925,regular
3143683,phase application received,2011-02-15 13:19:47,560925,regular
3143683,reception through OLO,2011-02-15 13:19:49,560925,regular
3143683,send confirmation receipt,2011-02-15 13:19:49,560925,regular
3143683,send confirmation receipt,2011-02-15 13:21:20,560925,regular
3143683,enter senddate procedure confirmation,2011-02-22 23:00:00,560881,regular
3143683,registrer date of publishing received request,2011-02-22 23:00:00,560881,regular
3143683,forward to the competent authority,2011-02-23 10:45:40,560881,regular
3143683,regular procedure without MER,2011-02-23 10:45:48,560881,regular
3143683,send procedure confirmation,2011-02-23 10:46:01,560881,regular
3143683,suspend term,2011-02-23 10:46:05,560881,regular
3143683,extend procedure term,2011-02-23 10:46:38,560881,regular
3143683,terminate on request,2011-02-23 10:46:42,560881,regular
3143683,applicant is stakeholder,2011-02-23 10:46:44,560881,regular
3143683,inform BAG administrator,2011-02-23 10:46:44,560881,regular
3143683,WAW permit aspect,2011-02-23 10:46:49,560881,regular
3143683,treat subcases completeness,2011-02-23 10:46:52,560881,regular
3143683,registrer date of publishing received request,2011-02-23 10:46:54,560881,regular
3143683,subcases completeness completed,2011-02-23 10:47:00,560881,regular
3143683,activities regular procedure,2011-02-23 10:47:04,560881,regular
3143683,procedure change,2011-02-23 10:47:04,560881,regular
3143683,phase application receptive,2011-02-23 10:47:08,560881,regular
3143683,request complete,2011-02-23 10:47:08,560881,regular
3143683,send letter in progress,2011-02-23 10:47:08,560881,regular
3143683,send letter in progress,2011-02-23 10:47:08,560881,regular
3143683,phase application receptive,2011-02-23 10:47:10,560881,regular
3143683,send letter in progress,2011-02-23 10:47:10,560881,regular
3143683,WAW permit aspect,2011-02-23 10:47:13,560881,regular
3143683,treat subcases content,2011-02-23 10:47:17,560881,regular
3143683,completed subcases content,2011-02-23 10:47:18,560881,regular
3143683,activities regular procedure,2011-02-23 10:47:26,560881,regular
3143683,procedure change,2011-02-23 10:47:26,560881,regular
3143683,article 34  WABO applies,2011-02-23 10:47:28,560881,regular
3143683,assessment of content completed,2011-02-23 10:47:30,560881,regular
3143683,phase advice known,2011-02-23 10:47:30,560881,regular
3143683,grounds for refusal,2011-02-23 10:47:32,560881,regular
3143683,ask stakeholders views,2011-02-23 10:47:34,560881,regular
3143683,suspension ground applicable,2011-02-23 10:47:40,560881,regular
3143683,by law,2011-02-23 10:47:43,560881,regular
3143683,creating environmental permit decision,2011-02-23 10:47:43,560881,regular
3143683,register date environmental permit decision,2011-02-23 23:00:00,560872,regular
3143683,enter senddate decision environmental permit,2011-02-24 23:00:00,560872,regular
3143683,enter date publication decision environmental permit,2011-03-08 23:00:00,560872,regular
3143683,decision date prior to decision,2011-04-04 07:53:13,560872,regular
3143683,generating decision environmental permit,2011-04-04 07:53:13,560872,regular
3143683,transcript decision environmental permit to stakeholders,2011-04-04 07:53:32,560872,regular
3143683,generate publication document decision environmental permit,2011-04-04 07:53:44,560872,regular
3151204,register submission date request,2011-02-01 23:00:00,560912,regular
3151204,enter senddate acknowledgement,2011-02-13 23:00:00,560912,regular
3151204,phase application received,2011-02-14 10:23:42,560912,regular
3151204,reception through OLO,2011-02-14 10:23:50,560912,regular
3151204,send confirmation receipt,2011-02-14 10:23:50,560912,regular
3151204,send confirmation receipt,2011-02-14 10:28:46,560912,regular
3151204,forward to the competent authority,2011-02-14 10:28:56,560912,regular
3151204,regular procedure without MER,2011-02-14 10:29:00,560912,regular
3151204,enter senddate procedure confirmation,2011-03-15 23:00:00,560881,regular
3151204,registrer date of publishing received request,2011-03-15 23:00:00,560881,regular
3151204,no permit required for application,2011-03-16 11:01:41,560881,regular
3151204,regular procedure without MER,2011-03-16 11:01:41,560881,regular
3151204,MER present,2011-03-16 11:02:03,560881,regular
3151204,activities regular procedure,2011-03-16 11:02:08,560881,regular
3151204,phased application,2011-03-16 11:02:10,560881,regular
3151204,send procedure confirmation,2011-03-16 11:02:17,560881,regular
3151204,suspend term,2011-03-16 11:02:31,560881,regular
3151204,extend procedure term,2011-03-16 11:02:37,560881,regular
3151204,terminate on request,2011-03-16 11:02:39,560881,regular
3151204,applicant is stakeholder,2011-03-16 11:02:41,560881,regular
3151204,inform BAG administrator,2011-03-16 11:02:41,560881,regular
3151204,treat subcases completeness,2011-03-16 11:02:48,560881,regular
3151204,registrer date of publishing received request,2011-03-16 11:02:55,560881,regular
3151204,subcases completeness completed,2011-03-16 11:03:03,560881,regular
3151204,WAW permit aspect,2011-03-16 11:03:08,560881,regular
3151204,activities regular procedure,2011-03-16 11:03:10,560881,regular
3151204,procedure change,2011-03-16 11:03:10,560881,regular
3151204,phase application receptive,2011-03-16 11:03:12,560881,regular
3151204,request complete,2011-03-16 11:03:12,560881,regular
3151204,send letter in progress,2011-03-16 11:03:12,560881,regular
3151204,send letter in progress,2011-03-16 11:03:12,560881,regular
3151204,phase application receptive,2011-03-16 11:03:16,560881,regular
3151204,send letter in progress,2011-03-16 11:03:16,560881,regular
3151204,WAW permit aspect,2011-03-16 11:03:19,560881,regular
3151204,treat subcases content,2011-03-16 11:03:24,560881,regular
3151204,completed subcases content,2011-03-16 11:03:25,560881,regular
3151204,activities regular procedure,2011-03-16 11:03:30,560881,regular
3151204,procedure change,2011-03-16 11:03:30,560881,regular
3151204,article 34  WABO applies,2011-03-16 11:03:39,560881,regular
3151204,assessment of content completed,2011-03-16 11:03:41,560881,regular
3151204,phase advice known,2011-03-16 11:03:41,560881,regular
3151204,grounds for refusal,2011-03-16 11:03:43,560881,regular
3151204,ask stakeholders views,2011-03-16 11:03:45,560881,regular
3151204,suspension ground applicable,2011-03-16 11:03:49,560881,regular
3151204,by law,2011-03-16 11:03:51,560881,regular
3151204,creating environmental permit decision,2011-03-16 11:03:51,560881,regular
3151204,register date environmental permit decision,2011-03-28 22:00:00,560890,regular
3151204,enter senddate decision environmental permit,2011-03-29 22:00:00,560890,regular
3151204,decision date prior to decision,2011-03-30 08:49:20,560890,regular
3151204,generating decision environmental permit,2011-03-30 08:49:20,560890,regular
3151204,transcript decision environmental permit to stakeholders,2011-03-30 08:49:25,560890,regular
3151204,generate publication document decision environmental permit,2011-03-30 08:49:30,560890,regular
3151204,enter date publication decision environmental permit,2011-04-05 22:00:00,560890,regular
3153211,enter senddate procedure confirmation,2011-02-08 23:00:00,560925,regular
3153211,register submission date request,2011-02-08 23:00:00,560925,regular
3153211,registrer date of publishing received request,2011-02-22 23:00:00,560925,regular
3153211,phase application received,2011-03-03 15:26:21,560925,regular
3153211,reception through OLO,2011-03-03 15:27:17,560925,regular
3153211,send confirmation receipt,2011-03-03 15:27:17,560925,regular
3153211,forward to the competent authority,2011-03-03 15:27:21,560925,regular
3153211,regular procedure without MER,2011-03-03 15:27:30,560925,regular
3153211,send procedure confirmation,2011-03-03 15:27:33,560925,regular
3153211,suspend term,2011-03-03 15:28:20,560925,regular
3153211,extend procedure term,2011-03-03 15:28:30,560925,regular
3153211,terminate on request,2011-03-03 15:28:36,560925,regular
3153211,applicant is stakeholder,2011-03-03 15:28:41,560925,regular
3153211,inform BAG administrator,2011-03-03 15:28:41,560925,regular
3153211,WAW permit aspect,2011-03-03 15:28:49,560925,regular
3153211,treat subcases completeness,2011-03-03 15:28:54,560925,regular
3153211,registrer date of publishing received request,2011-03-03 15:29:04,560925,regular
3153211,subcases completeness completed,2011-03-03 15:29:49,560925,regular
3153211,activities regular procedure,2011-03-03 15:29:52,560925,regular
3153211,procedure change,2011-03-03 15:29:52,560925,regular
3153211,phase application receptive,2011-03-03 15:29:58,560925,regular
3153211,request complete,2011-03-03 15:29:58,560925,regular
3153211,send letter in progress,2011-03-03 15:29:58,560925,regular
3153211,send letter in progress,2011-03-03 15:29:58,560925,regular
3153211,phase application receptive,2011-03-03 15:30:02,560925,regular
3153211,send letter in progress,2011-03-03 15:30:02,560925,regular
3153211,WAW permit aspect,2011-03-03 15:30:06,560925,regular
3153211,treat subcases content,2011-03-03 15:30:12,560925,regular
3153211,completed subcases content,2011-03-03 15:30:15,560925,regular
3153211,activities regular procedure,2011-03-03 15:30:23,560925,regular
3153211,procedure change,2011-03-03 15:30:23,560925,regular
3153211,article 34  WABO applies,2011-03-03 15:30:26,560925,regular
3153211,assessment of content completed,2011-03-03 15:30:30,560925,regular
3153211,phase advice known,2011-03-03 15:30:30,560925,regular
3153211,grounds for refusal,2011-03-03 15:30:32,560925,regular
3153211,ask stakeholders views,2011-03-03 15:30:37,560925,regular
3153211,suspension ground applicable,2011-03-03 15:30:42,560925,regular
3153211,by law,2011-03-03 15:30:45,560925,regular
3153211,creating environmental permit decision,2011-03-03 15:30:45,560925,regular
3153211,decision date prior to decision,2011-03-03 15:40:37,560925,regular
3153211,generating decision environmental permit,2011-03-03 15:40:37,560925,regular
3153211,transcript decision environmental permit to stakeholders,2011-03-03 16:07:54,560925,regular
3153211,generate publication document decision environmental permit,2011-03-03 16:08:02,560925,regular
3153211,register date environmental permit decision,2011-03-07 23:00:00,560925,regular
3153211,enter senddate decision environmental permit,2011-03-13 23:00:00,560925,regular
3153211,enter date publication decision environmental permit,2011-03-15 23:00:00,560925,regular
3153211,close case,2011-04-27 22:00:00,560872,regular
3153211,register deadline,2011-04-27 22:00:00,560872,regular
3153211,objection lodged against decision,2011-04-29 07:31:49,560872,regular
3153211,set phase: phase permitting irrevocable,2011-04-29 07:31:49,560872,regular
3153211,close case,2011-04-29 07:32:13,560872,regular
3153211,register deadline,2011-04-29 07:32:13,560872,regular
3167203,register submission date request,2011-01-31 23:00:00,560925,regular
3167203,enter senddate acknowledgement,2011-02-16 23:00:00,560925,regular
3167203,phase application received,2011-02-17 12:21:34,560925,regular
3167203,reception through OLO,2011-02-17 12:21:36,560925,regular
3167203,send confirmation receipt,2011-02-17 12:21:36,560925,regular
3167203,send confirmation receipt,2011-02-17 12:24:23,560925,regular
3167203,registrer date of publishing received request,2011-03-01 23:00:00,560925,regular
3167203,forward to the competent authority,2011-03-03 13:27:30,560925,regular
3167203,regular procedure without MER,2011-03-03 13:27:50,560925,regular
3167203,send procedure confirmation,2011-03-03 13:27:59,560925,regular
3167203,suspend term,2011-03-03 13:28:56,560925,regular
3167203,extend procedure term,2011-03-03 13:29:09,560925,regular
3167203,terminate on request,2011-03-03 13:29:14,560925,regular
3167203,applicant is stakeholder,2011-03-03 13:30:17,560925,regular
3167203,inform BAG administrator,2011-03-03 13:30:17,560925,regular
3167203,WAW permit aspect,2011-03-03 13:30:26,560925,regular
3167203,treat subcases completeness,2011-03-03 13:30:37,560925,regular
3167203,registrer date of publishing received request,2011-03-03 13:39:02,560925,regular
3167203,subcases completeness completed,2011-03-03 13:39:12,560925,regular
3167203,activities regular procedure,2011-03-03 13:39:17,560925,regular
3167203,procedure change,2011-03-03 13:39:17,560925,regular
3167203,phase application receptive,2011-03-03 13:39:24,560925,regular
3167203,request complete,2011-03-03 13:39:24,560925,regular
3167203,send letter in progress,2011-03-03 13:39:24,560925,regular
3167203,send letter in progress,2011-03-03 13:39:24,560925,regular
3167203,phase application receptive,2011-03-03 13:39:29,560925,regular
3167203,send letter in progress,2011-03-03 13:39:29,560925,regular
3167203,WAW permit aspect,2011-03-03 13:39:33,560925,regular
3167203,treat subcases content,2011-03-03 13:39:39,560925,regular
3167203,completed subcases content,2011-03-03 13:39:43,560925,regular
3167203,activities regular procedure,2011-03-03 13:39:54,560925,regular
3167203,procedure change,2011-03-03 13:39:54,560925,regular
3167203,article 34  WABO applies,2011-03-03 13:39:58,560925,regular
3167203,assessment of content completed,2011-03-03 13:40:01,560925,regular
3167203,phase advice known,2011-03-03 13:40:01,560925,regular
3167203,grounds for refusal,2011-03-03 13:40:03,560925,regular
3167203,ask stakeholders views,2011-03-03 13:40:10,560925,regular
3167203,suspension ground applicable,2011-03-03 13:40:15,560925,regular
3167203,by law,2011-03-03 13:40:18,560925,regular
3167203,creating environmental permit decision,2011-03-03 13:40:18,560925,regular
3167203,decision date prior to decision,2011-03-03 14:14:41,560925,regular
3167203,generating decision environmental permit,2011-03-03 14:14:41,560925,regular
3167203,transcript decision environmental permit to stakeholders,2011-03-03 14:28:52,560925,regular
3167203,generate publication document decision environmental permit,2011-03-03 14:29:02,560925,regular
3167203,register date environmental permit decision,2011-03-07 23:00:00,560925,regular
3167203,enter senddate decision environmental permit,2011-03-13 23:00:00,560925,regular
3167203,enter date publication decision environmental permit,2011-03-15 23:00:00,560925,regular
3167203,enter senddate procedure confirmation,2011-03-16 23:00:00,560925,regular
3167203,close case,2011-04-26 22:00:00,560872,regular
3167203,register deadline,2011-04-26 22:00:00,560872,regular
3167203,objection lodged against decision,2011-04-28 13:49:13,560872,regular
3167203,set phase: phase permitting irrevocable,2011-04-28 13:49:14,560872,regular
3167203,close case,2011-04-28 13:49:22,560872,regular
3167203,register deadline,2011-04-28 13:49:22,560872,regular
3168727,register submission date request,2011-02-09 23:00:00,560872,regular
3168727,enter senddate acknowledgement,2011-02-16 23:00:00,560872,regular
3168727,enter senddate procedure confirmation,2011-02-16 23:00:00,560881,regular
3168727,phase application received,2011-02-17 13:26:45,560872,regular
3168727,reception through OLO,2011-02-17 13:26:47,560872,regular
3168727,send confirmation receipt,2011-02-17 13:26:47,560872,regular
3168727,send confirmation receipt,2011-02-17 13:28:09,560872,regular
3168727,forward to the competent authority,2011-02-17 13:28:16,560872,regular
3168727,regular procedure without MER,2011-02-17 13:28:21,560872,regular
3168727,registrer date of publishing received request,2011-03-01 23:00:00,560881,regular
3168727,enter senddate procedure confirmation,2011-03-15 23:00:00,560881,regular
3168727,subcases completeness completed,2011-03-15 23:00:00,560881,regular
3168727,send procedure confirmation,2011-03-16 15:01:00,560881,regular
3168727,applicant is stakeholder,2011-03-16 15:03:32,560881,regular
3168727,inform BAG administrator,2011-03-16 15:03:32,560881,regular
3168727,WAW permit aspect,2011-03-16 15:03:36,560881,regular
3168727,treat subcases completeness,2011-03-16 15:03:40,560881,regular
3168727,subcases completeness completed,2011-03-16 15:03:41,560881,regular
3168727,activities regular procedure,2011-03-16 15:03:43,560881,regular
3168727,procedure change,2011-03-16 15:03:43,560881,regular
3168727,phase application receptive,2011-03-16 15:03:45,560881,regular
3168727,request complete,2011-03-16 15:03:45,560881,regular
3168727,send letter in progress,2011-03-16 15:03:45,560881,regular
3168727,send letter in progress,2011-03-16 15:03:45,560881,regular
3168727,phase application receptive,2011-03-16 15:04:14,560881,regular
3168727,send letter in progress,2011-03-16 15:04:14,560881,regular
3168727,regular procedure applies,2011-03-16 15:06:51,560881,regular
3168727,resume completeness subcases,2011-03-16 15:06:51,560881,regular
3168727,send procedure confirmation,2011-03-16 15:06:51,560881,regular
3168727,registrer date of publishing received request,2011-03-16 15:06:59,560881,regular
3168727,WAW permit aspect,2011-03-16 15:07:10,560881,regular
3168727,treat subcases content,2011-03-16 15:07:13,560881,regular
3168727,completed subcases content,2011-03-16 15:07:14,560881,regular
3168727,activities regular procedure,2011-03-16 15:07:17,560881,regular
3168727,procedure change,2011-03-16 15:07:17,560881,regular
3168727,article 34  WABO applies,2011-03-16 15:07:18,560881,regular
3168727,assessment of content completed,2011-03-16 15:07:20,560881,regular
3168727,phase advice known,2011-03-16 15:07:20,560881,regular
3168727,suspend term,2011-03-16 16:16:15,560881,regular
3168727,extend procedure term,2011-03-16 16:16:17,560881,regular
3168727,terminate on request,2011-03-16 16:16:19,560881,regular
3168727,grounds for refusal,2011-03-16 16:16:22,560881,regular
3168727,ask stakeholders views,2011-03-16 16:16:23,560881,regular
3168727,suspension ground applicable,2011-03-16 16:16:25,560881,regular
3168727,by law,2011-03-16 16:16:29,560881,regular
3168727,creating environmental permit decision,2011-03-16 16:16:29,560881,regular
3168727,enter senddate decision environmental permit,2011-03-21 23:00:00,560890,regular
3168727,register date environmental permit decision,2011-03-21 23:00:00,560890,regular
3168727,decision date prior to decision,2011-03-22 11:20:09,560890,regular
3168727,generating decision environmental permit,2011-03-22 11:20:09,560890,regular
3168727,transcript decision environmental permit to stakeholders,2011-03-22 11:20:16,560890,regular
3168727,generate publication document decision environmental permit,2011-03-22 11:20:22,560890,regular
3168727,enter date publication decision environmental permit,2011-03-29 22:00:00,560890,regular
3169326,register submission date request,2011-02-13 23:00:00,560925,regular
3169326,phase application received,2011-02-17 15:04:08,560925,regular
3169326,reception through OLO,2011-02-17 15:04:11,560925,regular
3169326,send confirmation receipt,2011-02-17 15:04:11,560925,regular
3169326,send confirmation receipt,2011-02-17 15:06:51,560925,regular
3169326,enter senddate acknowledgement,2011-02-17 23:00:00,560925,regular
3169326,enter senddate procedure confirmation,2011-03-28 22:00:00,3273854,regular
3169326,registrer date of publishing received request,2011-03-28 22:00:00,3273854,regular
3169326,forward to the competent authority,2011-03-29 12:27:04,3273854,regular
3169326,regular procedure without MER,2011-03-29 12:27:10,3273854,regular
3169326,send procedure confirmation,2011-03-29 12:27:16,3273854,regular
3169326,suspend term,2011-03-29 12:27:23,3273854,regular
3169326,extend procedure term,2011-03-29 12:27:29,3273854,regular
3169326,terminate on request,2011-03-29 12:27:30,3273854,regular
3169326,applicant is stakeholder,2011-03-29 12:27:32,3273854,regular
3169326,inform BAG administrator,2011-03-29 12:27:32,3273854,regular
3169326,WAW permit aspect,2011-03-29 12:27:34,3273854,regular
3169326,treat subcases completeness,2011-03-29 12:27:37,3273854,regular
3169326,subcases completeness completed,2011-03-29 12:27:39,3273854,regular
3169326,activities regular procedure,2011-03-29 12:27:41,3273854,regular
3169326,procedure change,2011-03-29 12:27:41,3273854,regular
3169326,phase application receptive,2011-03-29 12:27:43,3273854,regular
