Case,Activity,Timestamp,Resource,label,Aug,augmented_activity,semantic_reason,resource,case,diagnose
3429524.0,send confirmation receipt,2011-05-17 11:57:32.000,560881.0,regular,0,,,,,
3429524.0,reception through OLO,2011-05-17 11:57:32.000,560881.0,regular,1,phase application received,Random swap,,,
3429524.0,send confirmation receipt,2011-05-17 11:59:45.000,560881.0,regular,0,,,,,
3429524.0,forward to the competent authority,2011-05-17 11:59:52.000,560881.0,regular,0,,,,,
3429524.0,regular procedure without MER,2011-05-17 11:59:54.000,560881.0,regular,0,,,,,
3429524.0,enter senddate procedure confirmation,2011-05-25 22:00:00.000,560589.0,regular,0,,,,,
3429524.0,registrer date of publishing received request,2011-05-25 22:00:00.000,560589.0,regular,0,,,,,
3429524.0,send procedure confirmation,2011-05-26 11:36:08.000,560589.0,regular,0,,,,,
3429524.0,suspend term,2011-05-26 11:36:26.000,560589.0,regular,0,,,,,
3429524.0,suspend term,2011-05-26 11:36:26.000,560589.0,regular,1,registrer date of publishing received request,Random swap,,,
3429524.0,registrer date of publishing received request,2011-05-26 11:37:13.000,560589.0,regular,0,,,,,
3429524.0,registrer date of publishing received request,2011-05-26 11:37:13.000,560589.0,regular,1,suspend term,Random swap,,,
3430762.0,register submission date request,2011-05-09 22:00:00.000,560881.0,regular,0,,,,,
3430762.0,enter senddate acknowledgement,2011-05-16 22:00:00.000,560881.0,regular,0,,,,,
3430762.0,phase application received,2011-05-17 13:51:29.000,560881.0,regular,0,,,,,
3430762.0,reception through OLO,2011-05-17 13:51:31.000,560881.0,regular,0,,,,,
3430762.0,send confirmation receipt,2011-05-17 13:51:31.000,560881.0,regular,0,,,,,
3430762.0,send confirmation receipt,2011-05-17 13:51:31.000,560881.0,regular,1,send confirmation receipt,Random delete (for augmentation only),,,
3430762.0,send confirmation receipt,2011-05-17 13:53:06.000,560881.0,regular,0,,,,,
3430762.0,forward to the competent authority,2011-05-17 13:53:13.000,560881.0,regular,0,,,,,
3430762.0,regular procedure without MER,2011-05-17 13:53:15.000,560881.0,regular,0,,,,,
3438592.0,register submission date request,2011-05-10 22:00:00.000,560872.0,regular,0,,,,,
3438592.0,enter senddate acknowledgement,2011-05-18 22:00:00.000,560872.0,regular,0,,,,,
3438592.0,phase application received,2011-05-19 11:56:49.000,560872.0,regular,0,,,,,
3438592.0,reception through OLO,2011-05-19 11:56:57.000,560872.0,regular,0,,,,,
3438592.0,send confirmation receipt,2011-05-19 11:56:57.000,560872.0,regular,0,,,,,
3438592.0,send confirmation receipt,2011-05-19 11:59:10.000,560872.0,regular,0,,,,,
3438592.0,forward to the competent authority,2011-05-19 11:59:19.000,560872.0,regular,0,,,,,
3438592.0,regular procedure without MER,2011-05-19 11:59:28.000,560872.0,regular,0,,,,,
3438592.0,enter senddate procedure confirmation,2011-05-19 22:00:00.000,560890.0,regular,0,,,,,
3438592.0,enter senddate procedure confirmation,2011-05-19 22:00:00.000,560890.0,regular,1,registrer date of publishing received request,Random swap,,,
3438592.0,registrer date of publishing received request,2011-05-24 22:00:00.000,560890.0,regular,0,,,,,
3438592.0,registrer date of publishing received request,2011-05-24 22:00:00.000,560890.0,regular,1,enter senddate procedure confirmation,Random swap,,,
3438592.0,register date environmental permit decision,2011-06-20 22:00:00.000,560890.0,regular,0,,,,,
3438592.0,enter senddate decision environmental permit,2011-06-20 22:00:00.000,560890.0,regular,0,,,,,
3438592.0,enter senddate decision environmental permit,2011-06-20 22:00:00.000,560890.0,regular,1,enter senddate decision environmental permit,Random delete (for augmentation only),,,
3438592.0,send procedure confirmation,2011-06-21 09:14:14.000,560890.0,regular,0,,,,,
3438592.0,send procedure confirmation,2011-06-21 09:14:14.000,560890.0,regular,1,send procedure confirmation,Random delete (for augmentation only),,,
3438592.0,suspend term,2011-06-21 09:15:30.000,560890.0,regular,0,,,,,
3438592.0,suspend term,2011-06-21 09:15:30.000,560890.0,regular,1,suspend term,Random delete (for augmentation only),,,
3438592.0,registrer date of publishing received request,2011-06-21 09:15:35.000,560890.0,regular,0,,,,,
3438592.0,treat subcases completeness,2011-06-21 09:16:00.000,560890.0,regular,0,,,,,
3438592.0,WAW permit aspect,2011-06-21 09:19:41.000,560890.0,regular,0,,,,,
3438592.0,applicant is stakeholder,2011-06-21 09:19:49.000,560890.0,regular,0,,,,,
3438592.0,inform BAG administrator,2011-06-21 09:19:49.000,560890.0,regular,0,,,,,
3438592.0,terminate on request,2011-06-21 09:19:52.000,560890.0,regular,0,,,,,
3438592.0,extend procedure term,2011-06-21 09:19:54.000,560890.0,regular,0,,,,,
3438592.0,extend procedure term,2011-06-21 09:19:54.000,560890.0,regular,1,extend procedure term,Random delete (for augmentation only),,,
3438592.0,subcases completeness completed,2011-06-21 09:20:01.000,560890.0,regular,0,,,,,
3438592.0,procedure change,2011-06-21 09:20:04.000,560890.0,regular,0,,,,,
3438592.0,activities regular procedure,2011-06-21 09:20:04.000,560890.0,regular,0,,,,,
3438592.0,procedure change,2011-06-21 09:20:04.000,560890.0,regular,1,procedure change,Random delete (for augmentation only),,,
3438592.0,phase application receptive,2011-06-21 09:20:09.000,560890.0,regular,0,,,,,
3438592.0,request complete,2011-06-21 09:20:09.000,560890.0,regular,0,,,,,
3438592.0,send letter in progress,2011-06-21 09:20:09.000,560890.0,regular,0,,,,,
3438592.0,send letter in progress,2011-06-21 09:20:09.000,560890.0,regular,0,,,,,
3438592.0,phase application receptive,2011-06-21 09:20:13.000,560890.0,regular,0,,,,,
3438592.0,send letter in progress,2011-06-21 09:20:13.000,560890.0,regular,0,,,,,
3438592.0,WAW permit aspect,2011-06-21 09:20:18.000,560890.0,regular,0,,,,,
3438592.0,treat subcases content,2011-06-21 09:20:21.000,560890.0,regular,0,,,,,
3438592.0,completed subcases content,2011-06-21 09:20:23.000,560890.0,regular,0,,,,,
3438592.0,completed subcases content,2011-06-21 09:20:23.000,560890.0,regular,1,procedure change,Random swap,,,
3438592.0,procedure change,2011-06-21 09:20:28.000,560890.0,regular,0,,,,,
3438592.0,activities regular procedure,2011-06-21 09:20:28.000,560890.0,regular,0,,,,,
3438592.0,procedure change,2011-06-21 09:20:28.000,560890.0,regular,1,completed subcases content,Random swap,,,
3438592.0,activities regular procedure,2011-06-21 09:20:28.000,560890.0,regular,1,activities regular procedure,Random delete (for augmentation only),,,
3438592.0,article 34  WABO applies,2011-06-21 09:20:32.000,560890.0,regular,0,,,,,
3438592.0,article 34  WABO applies,2011-06-21 09:20:32.000,560890.0,regular,1,assessment of content completed,Random swap,,,
3438592.0,assessment of content completed,2011-06-21 09:20:44.000,560890.0,regular,0,,,,,
3438592.0,phase advice known,2011-06-21 09:20:44.000,560890.0,regular,0,,,,,
3438592.0,assessment of content completed,2011-06-21 09:20:44.000,560890.0,regular,1,article 34  WABO applies,Random swap,,,
3438592.0,grounds for refusal,2011-06-21 09:20:46.000,560890.0,regular,0,,,,,
3438592.0,ask stakeholders views,2011-06-21 09:20:49.000,560890.0,regular,0,,,,,
3438592.0,ask stakeholders views,2011-06-21 09:20:49.000,560890.0,regular,1,suspension ground applicable,Random swap,,,
3438592.0,suspension ground applicable,2011-06-21 09:20:57.000,560890.0,regular,0,,,,,
3438592.0,suspension ground applicable,2011-06-21 09:20:57.000,560890.0,regular,1,ask stakeholders views,Random swap,,,
3438592.0,by law,2011-06-21 09:20:59.000,560890.0,regular,0,,,,,
3438592.0,creating environmental permit decision,2011-06-21 09:20:59.000,560890.0,regular,0,,,,,
3438592.0,decision date prior to decision,2011-06-21 09:21:13.000,560890.0,regular,0,,,,,
3438592.0,generating decision environmental permit,2011-06-21 09:21:13.000,560890.0,regular,0,,,,,
3438592.0,transcript decision environmental permit to stakeholders,2011-06-21 09:23:34.000,560890.0,regular,0,,,,,
3438592.0,transcript decision environmental permit to stakeholders,2011-06-21 09:23:34.000,560890.0,regular,1,transcript decision environmental permit to stakeholders,Random delete (for augmentation only),,,
3438592.0,generate publication document decision environmental permit,2011-06-21 09:23:41.000,560890.0,regular,0,,,,,
3438592.0,enter date publication decision environmental permit,2011-06-28 22:00:00.000,560890.0,regular,0,,,,,
3439233.0,register submission date request,2011-05-10 22:00:00.000,560872.0,regular,0,,,,,
3439233.0,enter senddate acknowledgement,2011-05-19 22:00:00.000,560872.0,regular,0,,,,,
3439233.0,enter senddate procedure confirmation,2011-05-19 22:00:00.000,560890.0,regular,0,,,,,
3439233.0,registrer date of publishing received request,2011-07-19 10:16:56.000,560890.0,regular,0,,,,,
3439233.0,forward to the competent authority,2011-07-19 10:17:17.000,560890.0,regular,0,,,,,
3439233.0,phase application received,2011-07-19 10:17:17.000,560890.0,regular,0,,,,,
3439233.0,reception through OLO,2011-07-19 10:17:17.000,560890.0,regular,0,,,,,
3439233.0,send confirmation receipt,2011-07-19 10:17:17.000,560890.0,regular,0,,,,,
3439233.0,send confirmation receipt,2011-07-19 10:17:17.000,560890.0,regular,0,,,,,
3439233.0,send confirmation receipt,2011-07-19 10:17:17.000,560890.0,regular,1,regular procedure without MER,Random swap,,,
3439233.0,forward to the competent authority,2011-07-19 10:17:17.000,560890.0,regular,1,phase application received,Random swap,,,
3439233.0,phase application received,2011-07-19 10:17:17.000,560890.0,regular,1,forward to the competent authority,Random swap,,,
3439233.0,regular procedure without MER,2011-07-19 10:17:24.000,560890.0,regular,0,,,,,
3439233.0,regular procedure without MER,2011-07-19 10:17:24.000,560890.0,regular,1,send confirmation receipt,Random swap,,,
3439233.0,no permit required for application,2011-07-19 10:17:33.000,560890.0,regular,0,,,,,
3439233.0,regular procedure without MER,2011-07-19 10:17:33.000,560890.0,regular,0,,,,,
3439233.0,no permit required for application,2011-07-19 10:17:33.000,560890.0,regular,1,no permit required for application,Random delete (for augmentation only),,,
3439233.0,regular procedure without MER,2011-07-19 10:17:33.000,560890.0,regular,1,regular procedure without MER,Random delete (for augmentation only),,,
3439233.0,MER present,2011-07-19 10:17:35.000,560890.0,regular,0,,,,,
3439233.0,activities regular procedure,2011-07-19 10:17:39.000,560890.0,regular,0,,,,,
3439233.0,phased application,2011-07-19 10:17:41.000,560890.0,regular,0,,,,,
3443689.0,register submission date request,2011-05-15 22:00:00.000,560872.0,regular,0,,,,,
3443689.0,enter senddate acknowledgement,2011-05-22 22:00:00.000,560872.0,regular,0,,,,,
3443689.0,phase application received,2011-05-23 08:32:22.000,560872.0,regular,0,,,,,
3443689.0,reception through OLO,2011-05-23 08:32:23.000,560872.0,regular,0,,,,,
3443689.0,send confirmation receipt,2011-05-23 08:32:23.000,560872.0,regular,0,,,,,
3443689.0,send confirmation receipt,2011-05-23 08:34:40.000,560872.0,regular,0,,,,,
3443689.0,forward to the competent authority,2011-05-23 08:34:46.000,560872.0,regular,0,,,,,
3443689.0,regular procedure without MER,2011-05-23 08:34:52.000,560872.0,regular,0,,,,,
3443689.0,enter senddate procedure confirmation,2011-05-26 22:00:00.000,3273854.0,regular,0,,,,,
3443689.0,registrer date of publishing received request,2011-05-26 22:00:00.000,3273854.0,regular,0,,,,,
3443689.0,send procedure confirmation,2011-05-27 13:15:37.000,3273854.0,regular,0,,,,,
3443689.0,suspend term,2011-05-27 13:15:41.000,3273854.0,regular,0,,,,,
3443689.0,extend procedure term,2011-05-27 13:15:47.000,3273854.0,regular,0,,,,,
3443689.0,terminate on request,2011-05-27 13:15:57.000,3273854.0,regular,0,,,,,
3443689.0,terminate on request,2011-05-27 13:15:57.000,3273854.0,regular,1,applicant is stakeholder,Random swap,,,
3443689.0,applicant is stakeholder,2011-05-27 13:16:02.000,3273854.0,regular,0,,,,,
3443689.0,inform BAG administrator,2011-05-27 13:16:02.000,3273854.0,regular,0,,,,,
3443689.0,applicant is stakeholder,2011-05-27 13:16:02.000,3273854.0,regular,1,terminate on request,Random swap,,,
3443689.0,applicant is stakeholder,2011-05-27 13:16:02.000,3273854.0,regular,1,inform BAG administrator,Random swap,,,
3443689.0,inform BAG administrator,2011-05-27 13:16:02.000,3273854.0,regular,1,applicant is stakeholder,Random swap,,,
3443689.0,WAW permit aspect,2011-05-27 13:16:17.000,3273854.0,regular,0,,,,,
3443689.0,subcases completeness completed,2011-05-27 13:16:19.000,3273854.0,regular,0,,,,,
3443689.0,treat subcases completeness,2011-05-27 13:16:19.000,3273854.0,regular,0,,,,,
3443689.0,treat subcases completeness,2011-05-27 13:16:19.000,3273854.0,regular,1,activities regular procedure,Random swap,,,
3443689.0,activities regular procedure,2011-05-27 13:16:21.000,3273854.0,regular,0,,,,,
3443689.0,procedure change,2011-05-27 13:16:21.000,3273854.0,regular,0,,,,,
3443689.0,activities regular procedure,2011-05-27 13:16:21.000,3273854.0,regular,1,treat subcases completeness,Random swap,,,
3443689.0,send letter in progress,2011-05-27 13:16:23.000,3273854.0,regular,0,,,,,
3443689.0,send letter in progress,2011-05-27 13:16:23.000,3273854.0,regular,0,,,,,
3443689.0,phase application receptive,2011-05-27 13:16:23.000,3273854.0,regular,0,,,,,
3443689.0,request complete,2011-05-27 13:16:23.000,3273854.0,regular,0,,,,,
3443689.0,request complete,2011-05-27 13:16:23.000,3273854.0,regular,1,phase application receptive,Random swap,,,
3443689.0,phase application receptive,2011-05-27 13:16:26.000,3273854.0,regular,0,,,,,
3443689.0,send letter in progress,2011-05-27 13:16:26.000,3273854.0,regular,0,,,,,
3443689.0,phase application receptive,2011-05-27 13:16:26.000,3273854.0,regular,1,request complete,Random swap,,,
3443689.0,registrer date of publishing received request,2011-05-27 13:16:28.000,3273854.0,regular,0,,,,,
3443689.0,WAW permit aspect,2011-05-27 13:16:33.000,3273854.0,regular,0,,,,,
3443689.0,WAW permit aspect,2011-05-27 13:16:33.000,3273854.0,regular,1,WAW permit aspect,Random delete (for augmentation only),,,
3443689.0,treat subcases content,2011-05-27 13:16:35.000,3273854.0,regular,0,,,,,
3443689.0,completed subcases content,2011-05-27 13:16:36.000,3273854.0,regular,0,,,,,
3443689.0,activities regular procedure,2011-05-27 13:16:39.000,3273854.0,regular,0,,,,,
3443689.0,procedure change,2011-05-27 13:16:39.000,3273854.0,regular,0,,,,,
3443689.0,article 34  WABO applies,2011-05-27 13:16:40.000,3273854.0,regular,0,,,,,
3443689.0,phase advice known,2011-05-27 13:16:41.000,3273854.0,regular,0,,,,,
3443689.0,assessment of content completed,2011-05-27 13:16:41.000,3273854.0,regular,0,,,,,
3443689.0,phase advice known,2011-05-27 13:16:41.000,3273854.0,regular,1,phase advice known,Random delete (for augmentation only),,,
3443689.0,ask stakeholders views,2011-05-27 13:16:42.000,3273854.0,regular,0,,,,,
3443689.0,grounds for refusal,2011-05-27 13:16:42.000,3273854.0,regular,0,,,,,
3443689.0,suspension ground applicable,2011-05-27 13:16:43.000,3273854.0,regular,0,,,,,
3443689.0,by law,2011-05-27 13:16:44.000,3273854.0,regular,0,,,,,
3443689.0,creating environmental permit decision,2011-05-27 13:16:44.000,3273854.0,regular,0,,,,,
3443689.0,creating environmental permit decision,2011-05-27 13:16:44.000,3273854.0,regular,1,decision date prior to decision,Random swap,,,
3443689.0,decision date prior to decision,2011-06-06 09:06:31.000,560890.0,regular,0,,,,,
3443689.0,generating decision environmental permit,2011-06-06 09:06:31.000,560890.0,regular,0,,,,,
3443689.0,decision date prior to decision,2011-06-06 09:06:31.000,560890.0,regular,1,creating environmental permit decision,Random swap,,,
3443689.0,transcript decision environmental permit to stakeholders,2011-06-06 09:06:47.000,560890.0,regular,0,,,,,
3443689.0,generate publication document decision environmental permit,2011-06-06 09:06:56.000,560890.0,regular,0,,,,,
3443689.0,register date environmental permit decision,2011-06-06 22:00:00.000,560890.0,regular,0,,,,,
3443689.0,enter senddate decision environmental permit,2011-06-06 22:00:00.000,560890.0,regular,0,,,,,
3443689.0,enter date publication decision environmental permit,2011-06-14 22:00:00.000,560890.0,regular,0,,,,,
3449448.0,register submission date request,2011-05-19 22:00:00.000,560881.0,deviant,0,,,,,
3449448.0,register submission date request,2011-05-19 22:00:00.000,560881.0,deviant,1,register submission date request,Random delete (for augmentation only),,,
3449448.0,enter senddate acknowledgement,2011-05-23 22:00:00.000,560881.0,deviant,0,,,,,
3449448.0,phase application received,2011-05-24 08:08:36.000,560881.0,deviant,0,,,,,
3449448.0,reception through OLO,2011-05-24 08:08:37.000,560881.0,deviant,0,,,,,
3449448.0,send confirmation receipt,2011-05-24 08:08:37.000,560881.0,deviant,0,,,,,
3449448.0,send confirmation receipt,2011-05-24 08:19:09.000,560881.0,deviant,0,,,,,
3449448.0,forward to the competent authority,2011-05-24 08:19:30.000,560881.0,deviant,0,,,,,
3449448.0,regular procedure without MER,2011-05-24 08:19:31.000,560881.0,deviant,0,,,,,
3449448.0,regular procedure without MER,2011-05-24 08:19:31.000,560881.0,deviant,1,registrer date of publishing received request,Random swap,,,
3449448.0,registrer date of publishing received request,2011-06-29 22:00:00.000,3273854.0,deviant,0,,,,,
3449448.0,registrer date of publishing received request,2011-06-29 22:00:00.000,3273854.0,deviant,1,regular procedure without MER,Random swap,,,
3449448.0,registrer date of publishing received request,2011-06-29 22:00:00.000,3273854.0,deviant,1,enter senddate procedure confirmation,Random swap,,,
3449448.0,enter senddate procedure confirmation,2011-06-30 09:11:28.000,3273854.0,deviant,0,,,,,
3449448.0,send procedure confirmation,2011-06-30 09:11:28.000,3273854.0,deviant,0,,,,,
3449448.0,enter senddate procedure confirmation,2011-06-30 09:11:28.000,3273854.0,deviant,1,registrer date of publishing received request,Random swap,,,
3449448.0,registrer date of publishing received request,2011-06-30 09:11:34.000,3273854.0,deviant,0,,,,,
3449448.0,registrer date of publishing received request,2011-06-30 09:11:34.000,3273854.0,deviant,1,treat subcases completeness,Random swap,,,
3449448.0,treat subcases completeness,2011-06-30 09:11:41.000,3273854.0,deviant,0,,,,,
3449448.0,treat subcases completeness,2011-06-30 09:11:41.000,3273854.0,deviant,1,registrer date of publishing received request,Random swap,,,
3449448.0,subcases completeness completed,2011-06-30 09:11:42.000,3273854.0,deviant,0,,,,,
3449448.0,WAW permit aspect,2011-06-30 09:11:47.000,3273854.0,deviant,0,,,,,
3449448.0,activities regular procedure,2011-06-30 09:11:50.000,3273854.0,deviant,0,,,,,
3449448.0,procedure change,2011-06-30 09:11:50.000,3273854.0,deviant,0,,,,,
3449448.0,procedure change,2011-06-30 09:11:50.000,3273854.0,deviant,1,procedure change,Random delete (for augmentation only),,,
3449448.0,request complete,2011-06-30 09:11:53.000,3273854.0,deviant,0,,,,,
3449448.0,request complete,2011-06-30 09:11:53.000,3273854.0,deviant,1,term for supplying missing data,Random swap,,,
3449448.0,term for supplying missing data,2011-06-30 09:11:54.000,3273854.0,deviant,0,,,,,
3449448.0,term for supplying missing data,2011-06-30 09:11:54.000,3273854.0,deviant,1,request complete,Random swap,,,
3449448.0,retrieve missing data,2011-06-30 09:12:37.000,3273854.0,deviant,0,,,,,
3449448.0,enter senddate retrieve missing data,2011-06-30 09:12:38.000,3273854.0,deviant,0,,,,,
3449448.0,applicant is stakeholder,2011-06-30 09:13:43.000,3273854.0,deviant,0,,,,,
3449448.0,applicant is stakeholder,2011-06-30 09:13:43.000,3273854.0,deviant,1,enter receipt of additional data,Random swap,,,
3449448.0,enter receipt of additional data,2011-07-11 22:00:00.000,560890.0,deviant,0,,,,,
3449448.0,enter receipt of additional data,2011-07-11 22:00:00.000,560890.0,deviant,1,applicant is stakeholder,Random swap,,,
3449448.0,receive additional information,2011-07-19 09:58:11.000,560890.0,deviant,0,,,,,
3449448.0,terminate on request,2011-07-21 08:43:54.000,2670601.0,deviant,0,,,,,
3449448.0,terminate on request,2011-07-21 08:43:54.000,2670601.0,deviant,1,terminate on request,Random delete (for augmentation only),,,
3449448.0,extend procedure term,2011-07-21 08:43:56.000,2670601.0,deviant,0,,,,,
3449448.0,suspend term,2011-07-21 08:44:01.000,2670601.0,deviant,0,,,,,
3449448.0,MER present in supplement,2011-07-21 08:44:05.000,2670601.0,deviant,0,,,,,
3449448.0,MER present in supplement,2011-07-21 08:44:05.000,2670601.0,deviant,1,MER present in supplement,Random delete (for augmentation only),,,
3449448.0,WAW permit aspect,2011-07-21 08:44:19.000,2670601.0,deviant,0,,,,,
3449448.0,treat subcases completeness,2011-07-21 08:44:23.000,2670601.0,deviant,0,,,,,
3449448.0,subcases completeness completed,2011-07-21 08:44:25.000,2670601.0,deviant,0,,,,,
3449448.0,activities regular procedure,2011-07-21 08:44:26.000,2670601.0,deviant,0,,,,,
3449448.0,procedure change,2011-07-21 08:44:26.000,2670601.0,deviant,0,,,,,
3449448.0,procedure change,2011-07-21 08:44:26.000,2670601.0,deviant,1,phase application receptive,Random swap,,,
3449448.0,phase application receptive,2011-07-21 08:44:29.000,2670601.0,deviant,0,,,,,
3449448.0,request complete,2011-07-21 08:44:29.000,2670601.0,deviant,0,,,,,
3449448.0,phase application receptive,2011-07-21 08:44:29.000,2670601.0,deviant,1,procedure change,Random swap,,,
3449448.0,request complete,2011-07-21 08:44:32.000,2670601.0,deviant,0,,,,,
3449448.0,send letter in progress,2011-07-21 08:44:32.000,2670601.0,deviant,0,,,,,
3449448.0,request complete,2011-07-21 08:44:32.000,2670601.0,deviant,1,request complete,Random delete (for augmentation only),,,
3449448.0,WAW permit aspect,2011-07-21 08:44:35.000,2670601.0,deviant,0,,,,,
3449448.0,WAW permit aspect,2011-07-21 08:44:35.000,2670601.0,deviant,1,treat subcases content,Random swap,,,
3449448.0,treat subcases content,2011-07-21 08:44:38.000,2670601.0,deviant,0,,,,,
3449448.0,treat subcases content,2011-07-21 08:44:38.000,2670601.0,deviant,1,WAW permit aspect,Random swap,,,
3449448.0,completed subcases content,2011-07-21 08:44:40.000,2670601.0,deviant,0,,,,,
3449448.0,activities regular procedure,2011-07-21 08:44:45.000,2670601.0,deviant,0,,,,,
3449448.0,procedure change,2011-07-21 08:44:45.000,2670601.0,deviant,0,,,,,
3449448.0,enter senddate procedure confirmation,2011-07-21 08:44:47.000,2670601.0,deviant,0,,,,,
3449448.0,send procedure confirmation,2011-07-21 08:44:47.000,2670601.0,deviant,0,,,,,
3449448.0,article 34  WABO applies,2011-07-21 08:44:52.000,2670601.0,deviant,0,,,,,
3449448.0,assessment of content completed,2011-07-21 08:44:55.000,2670601.0,deviant,0,,,,,
3449448.0,phase advice known,2011-07-21 08:44:55.000,2670601.0,deviant,0,,,,,
3449448.0,grounds for refusal,2011-07-21 08:44:57.000,2670601.0,deviant,0,,,,,
3449448.0,ask stakeholders views,2011-07-21 08:44:58.000,2670601.0,deviant,0,,,,,
3449448.0,suspension ground applicable,2011-07-21 08:44:59.000,2670601.0,deviant,0,,,,,
3449448.0,by law,2011-07-21 08:45:01.000,2670601.0,deviant,0,,,,,
3449448.0,creating environmental permit decision,2011-07-21 08:45:01.000,2670601.0,deviant,0,,,,,
3449448.0,decision date prior to decision,2011-07-22 07:50:59.000,560894.0,deviant,0,,,,,
3449448.0,generating decision environmental permit,2011-07-22 07:50:59.000,560894.0,deviant,0,,,,,
3449448.0,register date environmental permit decision,2011-07-22 07:51:03.000,560894.0,deviant,0,,,,,
3449448.0,enter senddate decision environmental permit,2011-07-22 07:51:08.000,560894.0,deviant,0,,,,,
3449448.0,transcript decision environmental permit to stakeholders,2011-07-22 07:51:08.000,560894.0,deviant,0,,,,,
3449448.0,generate publication document decision environmental permit,2011-07-22 07:51:16.000,560894.0,deviant,0,,,,,
3449448.0,enter date publication decision environmental permit,2011-08-02 22:00:00.000,560894.0,deviant,0,,,,,
3451503.0,register submission date request,2011-05-16 22:00:00.000,560881.0,regular,0,,,,,
3451503.0,enter senddate acknowledgement,2011-05-23 22:00:00.000,560881.0,regular,0,,,,,
3451503.0,phase application received,2011-05-24 10:05:17.000,560881.0,regular,0,,,,,
3451503.0,phase application received,2011-05-24 10:05:17.000,560881.0,regular,1,reception through OLO,Random swap,,,
3451503.0,reception through OLO,2011-05-24 10:05:20.000,560881.0,regular,0,,,,,
3451503.0,send confirmation receipt,2011-05-24 10:05:20.000,560881.0,regular,0,,,,,
3451503.0,reception through OLO,2011-05-24 10:05:20.000,560881.0,regular,1,phase application received,Random swap,,,
3451503.0,send confirmation receipt,2011-05-24 10:11:21.000,560881.0,regular,0,,,,,
3451503.0,send confirmation receipt,2011-05-24 10:11:21.000,560881.0,regular,1,forward to the competent authority,Random swap,,,
3451503.0,forward to the competent authority,2011-05-24 10:11:28.000,560881.0,regular,0,,,,,
3451503.0,forward to the competent authority,2011-05-24 10:11:28.000,560881.0,regular,1,send confirmation receipt,Random swap,,,
3451503.0,regular procedure without MER,2011-05-24 10:11:30.000,560881.0,regular,0,,,,,
3451503.0,regular procedure without MER,2011-05-24 10:11:30.000,560881.0,regular,1,regular procedure without MER,Random delete (for augmentation only),,,
3451503.0,registrer date of publishing received request,2011-05-31 22:00:00.000,560912.0,regular,0,,,,,
3451503.0,enter senddate procedure confirmation,2011-06-14 22:00:00.000,560589.0,regular,0,,,,,
3451503.0,send procedure confirmation,2011-06-22 07:54:21.000,560589.0,regular,0,,,,,
3451503.0,suspend term,2011-06-22 07:56:07.000,560589.0,regular,0,,,,,
3451503.0,enter date termination request received,2011-07-04 22:00:00.000,560912.0,regular,0,,,,,
3451503.0,register date decision terminate on request,2011-07-10 22:00:00.000,560912.0,regular,0,,,,,
3451503.0,enter senddate confirmation request,2011-07-10 22:00:00.000,560912.0,regular,0,,,,,
3451503.0,enter senddate request termination,2011-07-10 22:00:00.000,560912.0,regular,0,,,,,
3451503.0,register date decision terminate on request,2011-07-10 22:00:00.000,560912.0,regular,1,enter senddate confirmation request,Random swap,,,
3451503.0,enter senddate confirmation request,2011-07-10 22:00:00.000,560912.0,regular,1,register date decision terminate on request,Random swap,,,
3451503.0,registrer date of publishing received request,2011-07-11 09:56:34.000,560912.0,regular,0,,,,,
3451503.0,registrer date of publishing received request,2011-07-11 09:56:34.000,560912.0,regular,1,applicant is stakeholder,Random swap,,,
3451503.0,applicant is stakeholder,2011-07-11 09:56:58.000,560912.0,regular,0,,,,,
3451503.0,inform BAG administrator,2011-07-11 09:56:58.000,560912.0,regular,0,,,,,
3451503.0,applicant is stakeholder,2011-07-11 09:56:58.000,560912.0,regular,1,registrer date of publishing received request,Random swap,,,
3451503.0,terminate on request,2011-07-11 09:57:06.000,560912.0,regular,0,,,,,
3451503.0,create decision terminate on request,2011-07-11 09:57:18.000,560912.0,regular,0,,,,,
3451503.0,message terminate request,2011-07-11 09:57:18.000,560912.0,regular,0,,,,,
3451503.0,decision terminate on request,2011-07-11 10:55:14.000,560912.0,regular,0,,,,,
3451503.0,register deadline,2011-07-11 10:55:18.000,560912.0,regular,0,,,,,
3451503.0,close case,2011-07-11 10:55:18.000,560912.0,regular,0,,,,,
3451503.0,phase procedure aborted,2011-07-11 10:55:18.000,560912.0,regular,0,,,,,
3451503.0,register deadline,2011-07-11 10:55:18.000,560912.0,regular,1,register deadline,Random delete (for augmentation only),,,
3451503.0,close case,2011-07-11 10:55:27.000,560912.0,regular,0,,,,,
3452584.0,register submission date request,2011-05-17 22:00:00.000,560881.0,regular,0,,,,,
3452584.0,enter senddate acknowledgement,2011-05-23 22:00:00.000,560881.0,regular,0,,,,,
3452584.0,enter senddate acknowledgement,2011-05-23 22:00:00.000,560881.0,regular,1,enter senddate acknowledgement,Random delete (for augmentation only),,,
3452584.0,phase application received,2011-05-24 13:08:13.000,560881.0,regular,0,,,,,
3452584.0,reception through OLO,2011-05-24 13:08:15.000,560881.0,regular,0,,,,,
3452584.0,send confirmation receipt,2011-05-24 13:08:15.000,560881.0,regular,0,,,,,
3452584.0,send confirmation receipt,2011-05-24 13:09:38.000,560881.0,regular,0,,,,,
3452584.0,forward to the competent authority,2011-05-24 13:09:46.000,560881.0,regular,0,,,,,
3452584.0,regular procedure without MER,2011-05-24 13:09:47.000,560881.0,regular,0,,,,,
